Depth;DEPOFACIES;GR;GR_SHAPE;LLD;NPHI;PHIE;RHOB;ROCK_TYPE;VWCL
M;;gAPI;;ohm.m;m3/m3;Dec;g/cm3;;Dec
2212.3500;-9999;87.2299;-9999;1.7426;0.1332;0.2114;2.2989;-9999;0.0487
2212.5000;-9999;87.4170;-9999;1.6610;0.1342;0.2151;2.2936;-9999;0.0479
2212.6500;-9999;89.0985;-9999;1.5236;0.1366;0.2172;2.2904;-9999;0.0550
2212.8000;-9999;90.7820;-9999;1.3860;0.1452;0.2200;2.2842;-9999;0.0691
2212.9500;-9999;90.1639;-9999;1.7028;0.1551;0.2192;2.2780;-9999;0.0768
2213.1000;-9999;89.5450;-9999;2.0200;0.1698;0.2168;2.2740;-9999;0.0921
2213.2500;-9999;86.8366;-9999;2.0700;0.1782;0.2162;2.2741;-9999;0.0943
2213.4000;-9999;84.1250;-9999;2.1200;0.1666;0.2157;2.2794;-9999;0.0731
2213.5500;-9999;87.6249;-9999;2.1455;0.1564;0.2123;2.2854;-9999;0.0738
2213.7000;-9999;91.1290;-9999;2.1710;0.1503;0.2086;2.2904;-9999;0.0805
2213.8500;-9999;92.5302;-9999;2.2504;0.1466;0.2061;2.2937;-9999;0.0824
2214.0000;-9999;93.9330;-9999;2.3300;0.1486;0.2032;2.2961;-9999;0.0917
2214.1500;-9999;94.2458;-9999;2.5259;0.1486;0.2003;2.2989;-9999;0.0944
2214.3000;-9999;94.5590;-9999;2.7220;0.1440;0.1970;2.3039;-9999;0.0922
2214.4500;-9999;93.4122;-9999;2.6555;0.1376;0.1967;2.3076;-9999;0.0812
2214.6000;-9999;92.2640;-9999;2.5890;0.1275;0.1965;2.3123;-9999;0.0659
2214.7500;-9999;91.9492;-9999;2.5790;0.1208;0.1926;2.3210;-9999;0.0604
2214.9000;-9999;91.6340;-9999;2.5690;0.1203;0.1839;2.3359;-9999;0.0665
2215.0500;-9999;91.6010;-9999;2.4970;0.1211;0.1732;2.3539;-9999;0.0771
2215.2000;-9999;91.5680;-9999;2.4250;0.1242;0.1647;2.3678;-9999;0.0885
2215.3500;-9999;92.8098;-9999;2.3181;0.1262;0.1588;2.3760;-9999;0.1001
2215.5000;-9999;94.0530;-9999;2.2110;0.1267;0.1557;2.3794;-9999;0.1074
2215.6500;-9999;96.1728;-9999;2.3504;0.1268;0.1536;2.3809;-9999;0.1167
2215.8000;-9999;98.2950;-9999;2.4900;0.1263;0.1500;2.3846;-9999;0.1269
2215.9500;-9999;101.3467;-9999;2.8208;0.1265;0.1453;2.3875;-9999;0.1424
2216.1000;-9999;104.4020;-9999;3.1520;0.1275;0.1440;2.3843;-9999;0.1568
2216.2500;-9999;105.9791;-9999;3.1160;0.1302;0.1478;2.3757;-9999;0.1639
2216.4000;-9999;107.5580;-9999;3.0800;0.1347;0.1523;2.3653;-9999;0.1729
2216.5500;-9999;109.2865;-9999;3.1425;0.1455;0.1540;2.3573;-9999;0.1927
2216.7000;-9999;111.0170;-9999;3.2050;0.1628;0.1532;2.3514;-9999;0.2226
2216.8500;-9999;108.8303;-9999;3.1570;0.1760;0.1551;2.3474;-9999;0.2254
2217.0000;-9999;106.6410;-9999;3.1090;0.1856;0.1573;2.3439;-9999;0.2244
2217.1500;-9999;110.5917;-9999;3.0245;0.1881;0.1569;2.3396;-9999;0.2475
2217.3000;-9999;114.5470;-9999;2.9400;0.1845;0.1568;2.3361;-9999;0.2656
2217.4500;-9999;111.1665;-9999;2.8710;0.1830;0.1584;2.3388;-9999;0.2438
2217.6000;-9999;107.7820;-9999;2.8020;0.1830;0.1501;2.3569;-9999;0.2340
2217.7500;-9999;109.8923;-9999;2.6061;0.1860;0.1334;2.3822;-9999;0.2634
2217.9000;-9999;112.0050;-9999;2.4100;0.1910;0.1125;2.4105;-9999;0.2978
2218.0500;-9999;114.5170;-9999;2.3096;0.2014;0.0895;2.4383;-9999;0.3424
2218.2000;-9999;117.0320;-9999;2.2090;0.2153;0.0716;2.4577;-9999;0.3886
2218.3500;-9999;123.5087;-9999;2.2315;0.2365;0.0511;2.4590;-9999;0.5463
2218.5000;-9999;129.9930;-9999;2.2540;0.2611;0.0047;2.4562;-9999;0.6945
2218.6500;-9999;125.7505;-9999;2.3305;0.2603;0.0126;2.4519;-9999;0.6446
2218.8000;-9999;121.5030;-9999;2.4070;0.2514;0.0427;2.4420;-9999;0.5728
2218.9500;-9999;116.0902;-9999;2.5874;0.2310;0.0976;2.4062;-9999;0.4380
2219.1000;-9999;110.6710;-9999;2.7680;0.2085;0.1382;2.3660;-9999;0.2893
2219.2500;-9999;107.7302;-9999;2.8130;0.1963;0.1545;2.3460;-9999;0.2455
2219.4000;-9999;104.7860;-9999;2.8580;0.1848;0.1660;2.3332;-9999;0.2080
2219.5500;-9999;102.8122;-9999;2.9914;0.1759;0.1774;2.3181;-9999;0.1783
2219.7000;-9999;100.8360;-9999;3.1250;0.1679;0.1857;2.3078;-9999;0.1528
2219.8500;-9999;97.0897;-9999;3.0745;0.1668;0.1891;2.3062;-9999;0.1341
2220.0000;-9999;93.3390;-9999;3.0240;0.1635;0.1904;2.3084;-9999;0.1159
2220.1500;-9999;92.3576;-9999;2.9885;0.1510;0.1922;2.3099;-9999;0.0963
2220.3000;-9999;91.3750;-9999;2.9530;0.1408;0.1945;2.3098;-9999;0.0790
2220.4500;-9999;96.9202;-9999;2.7776;0.1366;0.1944;2.3078;-9999;0.0940
2220.6000;-9999;102.4720;-9999;2.6020;0.1373;0.1935;2.3052;-9999;0.1183
2220.7500;-9999;95.9628;-9999;2.0908;0.1462;0.2003;2.3022;-9999;0.0998
2220.9000;-9999;89.4460;-9999;1.5790;0.1512;0.2063;2.3029;-9999;0.0824
2221.0500;-9999;89.9257;-9999;1.5305;0.1518;0.1981;2.3149;-9999;0.0912
2221.2000;-9999;90.4060;-9999;1.4820;0.1509;0.1808;2.3398;-9999;0.1049
2221.3500;-9999;91.0361;-9999;1.4295;0.1488;0.1622;2.3667;-9999;0.1187
2221.5000;-9999;91.6670;-9999;1.3770;0.1596;0.1412;2.3941;-9999;0.1501
2221.6500;-9999;91.0254;-9999;1.3655;0.1779;0.1255;2.4127;-9999;0.1821
2221.8000;-9999;90.3830;-9999;1.3540;0.1875;0.1190;2.4203;-9999;0.1967
2221.9500;-9999;89.8103;-9999;1.3415;0.1938;0.1159;2.4236;-9999;0.2048
2222.1000;-9999;89.2370;-9999;1.3290;0.1840;0.1166;2.4254;-9999;0.1907
2222.2500;-9999;89.8372;-9999;1.5664;0.1704;0.1198;2.4236;-9999;0.1737
2222.4000;-9999;90.4380;-9999;1.8040;0.1671;0.1242;2.4176;-9999;0.1682
2222.5500;-9999;92.2305;-9999;1.7505;0.1650;0.1295;2.4093;-9999;0.1675
2222.7000;-9999;94.0250;-9999;1.6970;0.1676;0.1329;2.4026;-9999;0.1741
2222.8500;-9999;92.6363;-9999;1.7395;0.1690;0.1298;2.4076;-9999;0.1734
2223.0000;-9999;91.2460;-9999;1.7820;0.1554;0.1223;2.4227;-9999;0.1583
2223.1500;-9999;88.2573;-9999;2.0214;0.1428;0.1156;2.4372;-9999;0.1388
2223.3000;-9999;85.2650;-9999;2.2610;0.1355;0.1115;2.4467;-9999;0.1244
2223.4500;-9999;87.5981;-9999;2.3444;0.1304;0.1102;2.4484;-9999;0.1260
2223.6000;-9999;89.9340;-9999;2.4280;0.1320;0.1122;2.4437;-9999;0.1335
2223.7500;-9999;88.4714;-9999;2.1617;0.1309;0.1169;2.4381;-9999;0.1241
2223.9000;-9999;87.0070;-9999;1.8950;0.1246;0.1191;2.4373;-9999;0.1104
2224.0500;-9999;86.3974;-9999;2.1948;0.1234;0.1167;2.4414;-9999;0.1090
2224.2000;-9999;85.7870;-9999;2.4950;0.1292;0.1152;2.4427;-9999;0.1154
2224.3500;-9999;87.2411;-9999;2.5030;0.1363;0.1195;2.4339;-9999;0.1249
2224.5000;-9999;88.6970;-9999;2.5110;0.1446;0.1328;2.4118;-9999;0.1291
2224.6500;-9999;89.7934;-9999;2.5215;0.1477;0.1505;2.3847;-9999;0.1225
2224.8000;-9999;90.8910;-9999;2.5320;0.1472;0.1605;2.3677;-9999;0.1166
2224.9500;-9999;90.9790;-9999;2.3101;0.1481;0.1598;2.3705;-9999;0.1196
2225.1000;-9999;91.0670;-9999;2.0880;0.1496;0.1467;2.3889;-9999;0.1318
2225.2500;-9999;90.9526;-9999;2.0885;0.1552;0.1397;2.3978;-9999;0.1436
2225.4000;-9999;90.8380;-9999;2.0890;0.1620;0.1415;2.3936;-9999;0.1501
2225.5500;-9999;101.3473;-9999;2.0960;0.1729;0.1362;2.3909;-9999;0.2061
2225.7000;-9999;111.8690;-9999;2.1030;0.1844;0.1170;2.4057;-9999;0.2855
2225.8500;-9999;119.2117;-9999;2.3224;0.2034;0.0819;2.4428;-9999;0.3807
2226.0000;-9999;126.5630;-9999;2.5420;0.2227;0.0334;2.4912;-9999;0.5269
2226.1500;-9999;121.4780;-9999;2.4820;0.2256;0.0101;2.5300;-9999;0.5190
2226.3000;-9999;116.3870;-9999;2.4220;0.2251;0.0079;2.5406;-9999;0.4836
2226.4500;-9999;109.1803;-9999;2.5059;0.2067;0.0314;2.5269;-9999;0.3641
2226.6000;-9999;101.9650;-9999;2.5900;0.1812;0.0477;2.5163;-9999;0.2869
2226.7500;-9999;103.3807;-9999;2.4326;0.1662;0.0560;2.5067;-9999;0.2686
2226.9000;-9999;104.7980;-9999;2.2750;0.1581;0.0620;2.4987;-9999;0.2607
2227.0500;-9999;99.2388;-9999;1.9722;0.1535;0.0711;2.4913;-9999;0.2243
2227.2000;-9999;93.6730;-9999;1.6690;0.1526;0.0864;2.4737;-9999;0.1907
2227.3500;-9999;89.5025;-9999;1.5691;0.1506;0.0930;2.4673;-9999;0.1694
2227.5000;-9999;85.3270;-9999;1.4690;0.1468;0.0951;2.4677;-9999;0.1508
2227.6500;-9999;89.5715;-9999;1.4695;0.1447;0.0931;2.4686;-9999;0.1625
2227.8000;-9999;93.8210;-9999;1.4700;0.1476;0.0932;2.4649;-9999;0.1799
2227.9500;-9999;95.8758;-9999;1.5145;0.1505;0.1006;2.4521;-9999;0.1851
2228.1000;-9999;97.9330;-9999;1.5590;0.1543;0.1158;2.4276;-9999;0.1857
2228.2500;-9999;96.2905;-9999;1.4715;0.1579;0.1385;2.3951;-9999;0.1663
2228.4000;-9999;94.6460;-9999;1.3840;0.1546;0.1572;2.3701;-9999;0.1419
2228.5500;-9999;92.5238;-9999;2.3115;0.1513;0.1670;2.3564;-9999;0.1221
2228.7000;-9999;90.3990;-9999;2.4303;0.1476;0.1760;2.3432;-9999;0.1023
2228.8500;-9999;89.6295;-9999;2.5491;0.1438;0.1886;2.3230;-9999;0.0838
2229.0000;-9999;88.8590;-9999;2.6680;0.1340;0.2018;2.3035;-9999;0.0577
2229.1500;-9999;88.0235;-9999;3.0753;0.1226;0.2039;2.3010;-9999;0.0384
2229.3000;-9999;87.1870;-9999;3.4830;0.1216;0.1893;2.3239;-9999;0.0465
2229.4500;-9999;86.8147;-9999;3.1627;0.1254;0.1669;2.3621;-9999;0.0706
2229.6000;-9999;86.4420;-9999;2.8420;0.1350;0.1397;2.4054;-9999;0.1055
2229.7500;-9999;89.1904;-9999;3.1663;0.1492;0.1125;2.4397;-9999;0.1517
2229.9000;-9999;91.9420;-9999;3.4910;0.1557;0.0974;2.4581;-9999;0.1801
2230.0500;-9999;92.1964;-9999;3.3796;0.1529;0.0973;2.4588;-9999;0.1776
2230.2000;-9999;92.4510;-9999;3.2680;0.1504;0.1032;2.4507;-9999;0.1709
2230.3500;-9999;88.5943;-9999;3.4619;0.1485;0.1156;2.4357;-9999;0.1466
2230.5000;-9999;84.7330;-9999;3.6560;0.1442;0.1418;2.3971;-9999;0.1079
2230.6500;-9999;88.5362;-9999;3.5855;0.1314;0.1830;2.3300;-9999;0.0674
2230.8000;-9999;92.3440;-9999;3.5150;0.1197;0.2098;2.2845;-9999;0.0496
2230.9500;-9999;94.9455;-9999;3.0882;0.1163;0.2119;2.2810;-9999;0.0596
2231.1000;-9999;97.5500;-9999;2.6610;0.1130;0.2088;2.2874;-9999;0.0703
2231.2500;-9999;97.3681;-9999;2.8369;0.1144;0.2041;2.2951;-9999;0.0695
2231.4000;-9999;97.1860;-9999;3.0130;0.1158;0.2004;2.3007;-9999;0.0687
2231.5500;-9999;97.6192;-9999;2.8321;0.1098;0.1952;2.3114;-9999;0.0706
2231.7000;-9999;98.0530;-9999;2.6510;0.1027;0.1855;2.3306;-9999;0.0724
2231.8500;-9999;94.7300;-9999;3.1332;0.1003;0.1722;2.3544;-9999;0.0615
2232.0000;-9999;91.4030;-9999;3.6160;0.0993;0.1662;2.3648;-9999;0.0531
2232.1500;-9999;91.9667;-9999;3.3941;0.0990;0.1689;2.3610;-9999;0.0527
2232.3000;-9999;92.5310;-9999;3.1720;0.0990;0.1717;2.3572;-9999;0.0528
2232.4500;-9999;91.2108;-9999;3.0191;0.1017;0.1727;2.3566;-9999;0.0513
2232.6000;-9999;89.8890;-9999;2.8660;0.1070;0.1702;2.3614;-9999;0.0561
2232.7500;-9999;90.5796;-9999;2.8170;0.1164;0.1640;2.3687;-9999;0.0751
2232.9000;-9999;91.2710;-9999;2.7680;0.1320;0.1601;2.3705;-9999;0.0993
2233.0500;-9999;99.0159;-9999;2.9239;0.1475;0.1570;2.3637;-9999;0.1472
2233.2000;-9999;106.7700;-9999;3.0800;0.1626;0.1519;2.3591;-9999;0.2025
2233.3500;-9999;113.9263;-9999;2.9441;0.1797;0.1410;2.3641;-9999;0.2701
2233.5000;-9999;121.0910;-9999;2.8080;0.2052;0.1259;2.3717;-9999;0.3600
2233.6500;-9999;122.6101;-9999;2.5217;0.2292;0.1166;2.3674;-9999;0.4595
2233.8000;-9999;124.1310;-9999;2.2350;0.2325;0.1096;2.3748;-9999;0.4912
2233.9500;-9999;123.0521;-9999;2.2575;0.2358;0.0952;2.3963;-9999;0.5064
2234.1000;-9999;121.9720;-9999;2.2800;0.2324;0.0789;2.4242;-9999;0.4982
2234.2500;-9999;122.3708;-9999;2.6118;0.2286;0.0776;2.4283;-9999;0.4872
2234.4000;-9999;122.7700;-9999;2.9440;0.2296;0.1002;2.3912;-9999;0.4752
2234.5500;-9999;122.2678;-9999;2.9525;0.2315;0.1468;2.3144;-9999;0.4382
2234.7000;-9999;121.7650;-9999;2.9610;0.2303;0.2129;2.2074;-9999;0.3718
2234.8500;-9999;114.5738;-9999;2.6842;0.2278;0.2703;2.1270;-9999;0.2645
2235.0000;-9999;107.3740;-9999;2.4070;0.2061;0.2995;2.1064;-9999;0.1289
2235.1500;-9999;105.2313;-9999;2.1072;0.1746;0.2861;2.1399;-9999;0.1061
2235.3000;-9999;103.0860;-9999;1.8070;0.1633;0.2574;2.1992;-9999;0.0994
2235.4500;-9999;101.3830;-9999;1.7715;0.1623;0.2313;2.2449;-9999;0.1143
2235.6000;-9999;99.6780;-9999;1.7360;0.1633;0.2049;2.2904;-9999;0.1322
2235.7500;-9999;102.4479;-9999;1.7180;0.1653;0.1653;2.3496;-9999;0.1792
2235.9000;-9999;105.2210;-9999;1.7000;0.1763;0.1215;2.4078;-9999;0.2386
2236.0500;-9999;110.5044;-9999;1.9554;0.1918;0.0841;2.4529;-9999;0.3124
2236.2000;-9999;115.7940;-9999;2.2110;0.2123;0.0604;2.4762;-9999;0.3857
2236.3500;-9999;119.6932;-9999;2.3005;0.2353;0.0401;2.4815;-9999;0.5222
2236.5000;-9999;123.5970;-9999;2.3900;0.2443;0.0324;2.4807;-9999;0.5874
2236.6500;-9999;121.1495;-9999;2.4769;0.2463;0.0338;2.4812;-9999;0.5738
2236.8000;-9999;118.6990;-9999;2.5640;0.2251;0.0514;2.4748;-9999;0.4647
2236.9500;-9999;113.0014;-9999;2.1947;0.1921;0.0879;2.4447;-9999;0.3236
2237.1000;-9999;107.2970;-9999;1.8250;0.1813;0.1269;2.3969;-9999;0.2504
2237.2500;-9999;102.3095;-9999;1.6236;0.1818;0.1476;2.3714;-9999;0.2122
2237.4000;-9999;97.3160;-9999;1.4220;0.1807;0.1567;2.3626;-9999;0.1836
2237.5500;-9999;91.7343;-9999;1.3885;0.1787;0.1594;2.3631;-9999;0.1592
2237.7000;-9999;86.1460;-9999;1.3550;0.1793;0.1596;2.3661;-9999;0.1426
2237.8500;-9999;85.9231;-9999;1.3065;0.1813;0.1676;2.3542;-9999;0.1382
2238.0000;-9999;85.7000;-9999;1.2580;0.1770;0.1793;2.3385;-9999;0.1234
2238.1500;-9999;86.8403;-9999;1.4209;0.1695;0.1905;2.3234;-9999;0.1090
2238.3000;-9999;87.9820;-9999;1.5840;0.1667;0.1980;2.3126;-9999;0.1032
2238.4500;-9999;87.6887;-9999;1.9838;0.1662;0.1935;2.3153;-9999;0.1030
2238.6000;-9999;87.3950;-9999;2.3840;0.1607;0.1852;2.3268;-9999;0.1008
2238.7500;-9999;87.7518;-9999;2.5168;0.1527;0.1764;2.3423;-9999;0.0996
2238.9000;-9999;88.1090;-9999;2.6495;0.1414;0.1678;2.3584;-9999;0.0943
2239.0500;-9999;89.5831;-9999;2.7823;0.1284;0.1604;2.3722;-9999;0.0893
2239.2000;-9999;91.0590;-9999;2.2790;0.1213;0.1573;2.3804;-9999;0.0895
2239.3500;-9999;89.5984;-9999;2.0736;0.1173;0.1562;2.3838;-9999;0.0809
2239.5000;-9999;88.1360;-9999;1.8680;0.1316;0.1548;2.3834;-9999;0.0947
2239.6500;-9999;90.2487;-9999;1.9879;0.1551;0.1510;2.3819;-9999;0.1325
2239.8000;-9999;92.3640;-9999;2.1080;0.1683;0.1480;2.3817;-9999;0.1577
2239.9500;-9999;88.7287;-9999;2.1780;0.1763;0.1463;2.3845;-9999;0.1569
2240.1000;-9999;85.0890;-9999;2.2480;0.1750;0.1436;2.3909;-9999;0.1467
2240.2500;-9999;86.7520;-9999;2.3519;0.1690;0.1390;2.3981;-9999;0.1478
2240.4000;-9999;88.4170;-9999;2.4560;0.1600;0.1372;2.4018;-9999;0.1433
2240.5500;-9999;87.3271;-9999;2.4805;0.1495;0.1377;2.4042;-9999;0.1270
2240.7000;-9999;86.2360;-9999;2.5050;0.1463;0.1375;2.4059;-9999;0.1201
2240.8500;-9999;88.7675;-9999;2.5785;0.1468;0.1382;2.4033;-9999;0.1277
2241.0000;-9999;91.3020;-9999;2.6520;0.1450;0.1380;2.4024;-9999;0.1337
2241.1500;-9999;91.0986;-9999;2.5770;0.1420;0.1345;2.4083;-9999;0.1321
2241.3000;-9999;90.8950;-9999;2.5020;0.1410;0.1241;2.4238;-9999;0.1383
2241.4500;-9999;94.4359;-9999;2.5335;0.1410;0.1023;2.4529;-9999;0.1671
2241.6000;-9999;97.9810;-9999;2.5650;0.1440;0.0779;2.4848;-9999;0.2026
2241.7500;-9999;106.4964;-9999;2.6140;0.1485;0.0550;2.5095;-9999;0.2624
2241.9000;-9999;115.0220;-9999;2.6630;0.1653;0.0364;2.5231;-9999;0.3429
2242.0500;-9999;117.1987;-9999;2.5686;0.1883;0.0306;2.5233;-9999;0.3887
2242.2000;-9999;119.3780;-9999;2.4740;0.2249;0.0226;2.5157;-9999;0.4908
2242.3500;-9999;117.2573;-9999;2.4380;0.2685;0.0120;2.5051;-9999;0.6281
2242.5000;-9999;115.1340;-9999;2.4020;0.3003;0.0051;2.4944;-9999;0.6905
2242.6500;-9999;115.7466;-9999;2.3630;0.3263;0.0020;2.4887;-9999;0.7331
2242.8000;-9999;116.3600;-9999;2.3240;0.3353;0.0014;2.4774;-9999;0.7503
2242.9500;-9999;119.0194;-9999;2.3195;0.3358;0.0008;2.4688;-9999;0.7703
2243.1000;-9999;121.6820;-9999;2.3150;0.3260;0.0007;2.4644;-9999;0.7773
2243.2500;-9999;122.5185;-9999;2.3640;0.3110;0.0010;2.4614;-9999;0.7624
2243.4000;-9999;123.3560;-9999;2.4130;0.2957;0.0021;2.4576;-9999;0.7315
2243.5500;-9999;119.7072;-9999;2.4765;0.2802;0.0108;2.4517;-9999;0.6530
2243.7000;-9999;116.0540;-9999;2.5400;0.2514;0.0618;2.4444;-9999;0.5331
2243.8500;-9999;109.4289;-9999;2.6654;0.2147;0.0904;2.4394;-9999;0.3295
2244.0000;-9999;102.7960;-9999;2.7910;0.1962;0.0939;2.4451;-9999;0.2730
2244.1500;-9999;101.2429;-9999;2.2943;0.1852;0.0932;2.4501;-9999;0.2536
2244.3000;-9999;99.6880;-9999;1.7970;0.1637;0.0977;2.4501;-9999;0.2179
2244.4500;-9999;94.9283;-9999;1.9509;0.1396;0.1110;2.4403;-9999;0.1604
2244.6000;-9999;90.1630;-9999;2.1050;0.1337;0.1238;2.4264;-9999;0.1274
2244.7500;-9999;86.5282;-9999;2.1640;0.1301;0.1385;2.4082;-9999;0.1006
2244.9000;-9999;82.8890;-9999;2.2230;0.1290;0.1430;2.4041;-9999;0.0858
2245.0500;-9999;82.5012;-9999;1.9762;0.1286;0.1443;2.4025;-9999;0.0833
2245.2000;-9999;82.1130;-9999;1.7290;0.1359;0.1455;2.3992;-9999;0.0902
2245.3500;-9999;84.2008;-9999;1.8869;0.1421;0.1510;2.3886;-9999;0.0989
2245.5000;-9999;86.2910;-9999;2.0450;0.1426;0.1605;2.3736;-9999;0.0981
2245.6500;-9999;90.1912;-9999;2.2714;0.1411;0.1728;2.3519;-9999;0.0976
2245.8000;-9999;94.0960;-9999;2.4980;0.1338;0.1791;2.3384;-9999;0.0951
2245.9500;-9999;94.3134;-9999;2.4380;0.1281;0.1843;2.3317;-9999;0.0848
2246.1000;-9999;94.5310;-9999;2.3780;0.1255;0.1816;2.3373;-9999;0.0851
2246.2500;-9999;93.8459;-9999;2.3180;0.1226;0.1764;2.3478;-9999;0.0843
2246.4000;-9999;93.1600;-9999;2.2580;0.1195;0.1702;2.3601;-9999;0.0840
2246.5500;-9999;89.3478;-9999;2.3325;0.1180;0.1638;2.3728;-9999;0.0750
2246.7000;-9999;85.5310;-9999;2.4070;0.1180;0.1584;2.3829;-9999;0.0678
2246.8500;-9999;85.9238;-9999;2.4560;0.1170;0.1534;2.3902;-9999;0.0717
2247.0000;-9999;86.3170;-9999;2.5050;0.1154;0.1531;2.3907;-9999;0.0711
2247.1500;-9999;87.9780;-9999;2.7074;0.1146;0.1535;2.3892;-9999;0.0746
2247.3000;-9999;89.6410;-9999;2.9100;0.1141;0.1528;2.3880;-9999;0.0790
2247.4500;-9999;87.7301;-9999;2.7876;0.1229;0.1493;2.3933;-9999;0.0870
2247.6000;-9999;85.8170;-9999;2.6650;0.1339;0.1426;2.4018;-9999;0.1000
2247.7500;-9999;90.8345;-9999;2.9473;0.1481;0.1303;2.4132;-9999;0.1420
2247.9000;-9999;95.8580;-9999;3.2300;0.1628;0.1126;2.4317;-9999;0.1906
2248.0500;-9999;102.2457;-9999;2.9412;0.1646;0.1020;2.4416;-9999;0.2262
2248.2000;-9999;108.6410;-9999;2.6520;0.1670;0.0945;2.4459;-9999;0.2649
2248.3500;-9999;114.0888;-9999;2.7045;0.1796;0.0877;2.4466;-9999;0.3150
2248.5000;-9999;119.5430;-9999;2.7570;0.1907;0.0805;2.4474;-9999;0.3689
2248.6500;-9999;119.2032;-9999;2.6351;0.1949;0.0546;2.4843;-9999;0.3915
2248.8000;-9999;118.8630;-9999;2.5130;0.2002;0.0201;2.5334;-9999;0.4222
2248.9500;-9999;116.3125;-9999;2.3496;0.2086;0.0271;2.5247;-9999;0.4102
2249.1000;-9999;113.7590;-9999;2.1860;0.2168;0.0536;2.4874;-9999;0.3842
2249.2500;-9999;112.0385;-9999;2.3359;0.2246;0.0530;2.4810;-9999;0.4205
2249.4000;-9999;110.3160;-9999;2.4860;0.2362;0.0466;2.4827;-9999;0.4632
2249.5500;-9999;113.1323;-9999;2.4640;0.2525;0.0459;2.4704;-9999;0.5311
2249.7000;-9999;115.9520;-9999;2.4420;0.2580;0.0517;2.4553;-9999;0.5598
2249.8500;-9999;112.2642;-9999;2.4465;0.2544;0.0552;2.4568;-9999;0.5247
2250.0000;-9999;108.5720;-9999;2.4510;0.2221;0.0758;2.4548;-9999;0.3698
2250.1500;-9999;99.7313;-9999;2.4070;0.1729;0.0914;2.4570;-9999;0.2340
2250.3000;-9999;90.8800;-9999;2.3630;0.1473;0.0867;2.4763;-9999;0.1747
2250.4500;-9999;88.6923;-9999;2.3140;0.1311;0.0923;2.4735;-9999;0.1439
2250.6000;-9999;86.5020;-9999;2.2650;0.1255;0.1160;2.4419;-9999;0.1123
2250.7500;-9999;90.3092;-9999;2.2460;0.1223;0.1417;2.4031;-9999;0.1003
2250.9000;-9999;94.1210;-9999;2.2270;0.1196;0.1663;2.3658;-9999;0.0909
2251.0500;-9999;95.6826;-9999;2.2980;0.1170;0.1760;2.3486;-9999;0.0845
2251.2000;-9999;97.2460;-9999;2.3690;0.1175;0.1821;2.3363;-9999;0.0850
2251.3500;-9999;97.3859;-9999;2.4464;0.1181;0.1806;2.3379;-9999;0.0873
2251.5000;-9999;97.5260;-9999;2.5240;0.1197;0.1746;2.3465;-9999;0.0946
2251.6500;-9999;97.1462;-9999;2.5445;0.1210;0.1702;2.3536;-9999;0.0985
2251.8000;-9999;96.7660;-9999;2.5650;0.1210;0.1669;2.3593;-9999;0.0999
2251.9500;-9999;95.1475;-9999;2.5460;0.1210;0.1656;2.3631;-9999;0.0954
2252.1000;-9999;93.5270;-9999;2.5270;0.1210;0.1611;2.3720;-9999;0.0938
2252.2500;-9999;95.2250;-9999;2.6644;0.1206;0.1459;2.3942;-9999;0.1118
2252.4000;-9999;96.9250;-9999;2.8020;0.1196;0.1208;2.4295;-9999;0.1361
2252.5500;-9999;101.6992;-9999;3.1058;0.1237;0.1131;2.4358;-9999;0.1662
2252.7000;-9999;106.4790;-9999;3.4100;0.1342;0.1292;2.4029;-9999;0.1864
2252.8500;-9999;109.0470;-9999;3.3261;0.1458;0.1381;2.3824;-9999;0.2051
2253.0000;-9999;111.6180;-9999;3.2420;0.1584;0.1258;2.3963;-9999;0.2443
2253.1500;-9999;110.7425;-9999;3.1970;0.1663;0.1143;2.4141;-9999;0.2592
2253.3000;-9999;109.8660;-9999;3.1520;0.1716;0.1209;2.4032;-9999;0.2552
2253.4500;-9999;112.5899;-9999;3.2235;0.1779;0.1249;2.3912;-9999;0.2737
2253.6000;-9999;115.3170;-9999;3.2950;0.1848;0.0986;2.4280;-9999;0.3201
2253.7500;-9999;114.2961;-9999;2.7368;0.1864;0.0643;2.4786;-9999;0.3425
2253.9000;-9999;113.2740;-9999;2.1780;0.1870;0.0453;2.5071;-9999;0.3518
2254.0500;-9999;113.6188;-9999;2.4039;0.1856;0.0407;2.5137;-9999;0.3557
2254.2000;-9999;113.9640;-9999;2.6300;0.1840;0.0454;2.5069;-9999;0.3522
2254.3500;-9999;113.0995;-9999;2.6970;0.1934;0.0515;2.4967;-9999;0.3538
2254.5000;-9999;112.2340;-9999;2.7640;0.2028;0.0555;2.4897;-9999;0.3572
2254.6500;-9999;115.1837;-9999;2.4732;0.2117;0.0522;2.4890;-9999;0.3877
2254.8000;-9999;118.1370;-9999;2.1820;0.2194;0.0429;2.4968;-9999;0.4229
2254.9500;-9999;111.9772;-9999;2.2090;0.2214;0.0346;2.5118;-9999;0.4142
2255.1000;-9999;105.8100;-9999;2.2360;0.2190;0.0322;2.5261;-9999;0.3617
2255.2500;-9999;97.1397;-9999;2.3774;0.1901;0.0395;2.5299;-9999;0.2846
2255.4000;-9999;88.4590;-9999;2.5190;0.1613;0.0585;2.5153;-9999;0.2056
2255.5500;-9999;86.9854;-9999;2.2312;0.1517;0.0881;2.4756;-9999;0.1668
